PERIODO;ETAPA;CURSO;TURNO;Nº EXP;NOTA1;NOTA2;NOTA3;NOTA4;NOTA5;NOTA6;MEDIA;APROBADO;FALTAS ACUMULADAS;SEXO;EDAD;LOCALIDAD;Nacionalidad
2017-2018;INFORMATICA;DAM1;VESPERTINO;A1-27-DAMT-2017;6,0;6,0;10,0;10,0;8,0;9,0;8,2;SI;7;H;18;VALDEMORO;ESPAÑOLA
2017-2018;INFORMATICA;DAM1;VESPERTINO;A1-28-DAMT-2017;9,0;8,0;10,0;10,0;10,0;10,0;9,5;SI;18;H;19;RIVAS-VACIAMADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM1;VESPERTINO;A1-29-DAMT-2017;2,0;1,0;2,0;6,0;8,0;9,0;4,7;NO;22;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM1;VESPERTINO;A1-11-DAMT-2017;4,0;5,0;8,0;9,0;6,0;7,0;6,5;SI;79;H;23;TRES CANTOS;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-03-SMR-2013;9,0;8,0;5,0;9,0;7;7;7,8;SI;18;H;22;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-03-SMR-2014;6,0;5;5,0;7,0;5;5;6,0;SI;59;H;26;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-07-SMR-2012;9,0;5;5,0;6,0;5;5;6,7;SI;66;H;21;RIVAS-VACIAMADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-07-SMR-2012;10,0;8,0;5,0;7,0;8,0;6;7,6;SI;78;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-03-DAM-2016;10,0;9,0;5,0;8,0;10,0;7;8,4;SI;37;H;32;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-06-DAM-2016;10,0;9,0;7,0;8,0;7,0;6;8,2;SI;17;H;30;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-05-SMR-2014;9,0;7,0;10;8,0;5;7;8,0;SI;27;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-12-SMR-2012;6,0;5;5,0;6,0;5;5;5,7;SI;58;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-18-DAM-2016;9,0;6,0;10;8,0;8,0;8;7,8;SI;79;H;24;CABANILLAS DEL CAMPO;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-19-SMR-2013;10,0;9,0;5,0;8,0;8,0;7;8,0;SI;18;H;20;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-15-DAM-2016;7,0;5,0;5,0;7,0;5;5;6,0;SI;31;H;20;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-21-SMR-2013;10,0;9,0;5,0;9,0;10,0;7;8,6;SI;20;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-10-DAM-2015;9,0;7,0;8,0;6,0;5,0;5,0;6,7;SI;25;H;19;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-02-DAM-2016;10,0;8,0;5,0;9,0;9,0;8;8,2;SI;3;H;18;MOSTOLES;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-19-DAM-2016;9,0;7,0;9;9,0;9,0;6;8,5;SI;41;H;23;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-06-SMR-2014;10,0;8,0;8;8,0;7,0;7;8,3;SI;15;H;22;TORREJON DE LA CALZADA;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-17-DAM-2016;7;6,0;5,0;7,0;6,0;5;6,0;SI;3;H;26;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-05-DAM-2016;7;5;8,0;8,0;5;6;8,0;SI;21;H;21;CIEMPOZUELOS;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-13-DAM-2016;10;8,0;8,0;8,0;7;6;8,0;SI;33;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-02-DAM-2016;9,0;7,0;5,0;9,0;7,0;9,0;7,7;SI;31;H;32;MAJADAHONDA;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-19-DAM-2016;7,0;6,0;7,0;7,0;8,0;6,0;6,8;SI;20;H;30;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-06-SMR-2014;7,0;7,0;9,0;8,0;4,0;8,0;7,2;SI;25;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-17-DAM-2016;7,0;6,0;5,0;7,0;6,0;7,0;6,3;SI;31;H;21;MADRID;PERUANA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-16-SMR-2014;3,0;4,0;5,0;7,0;2,0;6,0;4,5;NO;20;H;24;ARAVACA;RUMANA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-16-AM-2016;5,0;4,0;5,0;7,0;3,0;8,0;5,3;SI;25;H;20;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-01-DAM-2016;3,0;3,0;5,0;5;2,0;7,0;4,0;NO;31;H;20;MAJADAHONDA;BOLIVIANA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-05-DAM-2016;4,0;5,0;7,0;6,0;3,0;6;5,0;SI;38;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;DAM2;VESPERTINO;A1-13-DAM-2016;8,0;7;8,0;8,0;7,0;7;7,8;SI;58;H;19;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-16-SMR-2017;8;7;6,0;8,0;7,0;7,0;7,0;SI;37;H;30;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-35-SMR-2017;7;7;8,0;9,0;9,0;7,0;8,3;SI;95;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-12-SMR-2017;8;9;7,0;8,0;7,0;9,0;7,8;SI;21;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-08-SMR-2017;7;6;6,0;7,0;7,0;7,0;6,8;SI;190;H;18;CUENCA;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-18-SMR-2017;7;8;6,0;7,0;6,0;7,0;6,5;SI;68;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-29-SMR-2017;5;5;6,0;4,0;5,0;6,0;5,3;SI;43;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-11-SMR-2017;8;10;7,0;9,0;9,0;5,0;7,5;SI;1;H;16;FONTANAR;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-05-SMR-2017;7;7;6,0;8,0;6,0;9,0;7,3;SI;41;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-15-SMR-2017;7;8;7,0;8,0;7,0;6,0;7,0;SI;78;H;17;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-09-SMR-2017;7;9;6,0;7,0;6,0;8,0;6,8;SI;9;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-17-SMR-2017;6;5;4,0;5,0;5,0;8,0;5,5;SI;10;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-20-SMR-2017;6,0;6,0;5,0;7,0;4,0;7,0;5,8;SI;35;H;24;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-24-SMR-2017;4;4;6,0;8,0;6,0;4,0;6,0;SI;12;H;17;MADRID;CHINA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-22-SMR-2017;8;8;7,0;8,0;7,0;5,0;6,8;SI;9;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-28-SMR-2017;7;8;6,0;7,0;5,0;7,0;6,3;SI;6;H;16;PINTO;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-23-SMR-2017;4;5;4,0;4,0;4,0;9,0;5,3;SI;58;H;19;TRES CANTOS;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-27-SMR-2017;6;5;6,0;5,0;5,0;6,0;5,5;SI;52;H;22;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-25-SMR-2017;7;7;6,0;7,0;6,0;9,0;7,0;SI;26;H;28;PINTO;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-04-SMR-2017;8;10;9,0;9,0;9,0;5,0;8,0;SI;31;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-07-SMR-2017;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;98;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-13-SMR-2017;7;8;4,0;6,0;6,0;6,0;5,5;SI;29;H;21;SOTILLO DE LADRADA;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-03-SMR-2017;8;10;9,0;9,0;9,0;9,0;9,0;SI;8;H;18;MADRID;RUMANA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-06-SMR-2017;4;6;6,0;5,0;4,0;5,0;5,0;SI;142;H;16;FUENLABRADA;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-32-SMR-2017;4;5;6,0;4,0;4,0;4,0;4,5;NO;18;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-10-SMR-2017;4;5;6,0;6,0;6,0;6,0;6,0;SI;15;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-33-SMR-2017;5;5;5,0;4,0;4,0;4,0;4,3;NO;40;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-14-SMR-2017;6;7;8,0;7,0;7,0;7,0;7,3;SI;2;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR1;DIURNO;A1-34-SMR-2017;7;7;6,0;6,0;6,0;7,0;6,3;SI;12;H;16;CIEMPOZUELOS;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-26-SMR-2016;6;8,0;6,0;7;5;5;7,0;SI;29;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-12-SMR-2016;6;8,0;7,0;7;6;6;7,5;SI;15;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-25-SMR-2016;5;7,0;5,0;7;5 ;6;6,0;SI;121;H;18;ALCALÁ DE HENARES;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-21-SMR-2017;6;6,0;6,0;7;5;5 ;6,0;SI;20;H;21;TORREJON DE ARDOZ;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-18-SMR-2016;6;7,0;5,0;5;6;6;6,0;SI;131;H;18;GETAFE;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-10-SMR-2016;3;6,0;5,0;5;5;4;5,5;SI;47;H;16;GALAPAGAR;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-20-SMR-2016;8;8,0;7,0;9;7;8;7,5;SI;7;H;16;MADRID;RUMANA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-27-SMR1-2016;6;7,0;7,0;7;6 ;6;7,0;SI;3;H;17;SAN SEBASTIAN DE LOS REYES;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-02-SMR-2016;7;9,0;7,0;9;7;8;8,0;SI;6;H;21;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-29-SMR-2016;6;8,0;6,0;6;6;7;7,0;SI;12;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-13-SMR-2016;6;8,0;6,0;7;6;6;7,0;SI;0;H;24;LEGANES;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-06-SMR-2016;5;8,0;7,0;7;5;5;7,5;SI;49;H;17;PINTO;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-07-SMR-2016;8;8,0;9,0;9;7;8;8,5;SI;13;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-01-SMR-2015;5;7,0;5;6;5;5 ;7,0;SI;161;H;16;ALCOBENDAS;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-24-SMR-2016;6;7,0;6,0;6;6;5;6,5;SI;224;H;19;RIVAS-VACIAMADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-17-SMR-2016;6;7,0;7,0;7;6 ;5;7,0;SI;41;H;22;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-15-SMR-2016;5;6,0;6,0;6;5;5 ;6,0;SI;31;H;28;GALAPAGAR;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-31-SMR-2016;7;9,0;7,0;7;6;6;8,0;SI;179;H;18;LEGANES;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-09-SMR-2016;9;9,0;8,0;8;8;8;8,5;SI;66;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-22-SMR-2016;7;9,0;6,0;7;7;5;7,5;SI;54;H;21;PINTO;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-01-SMR-2016;6;8,0;6,0;7;5 ;5;7,0;SI;55;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-21-SMR-2016;9;8,0;8,0;8;7;8;8,0;SI;9;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-03-SMR1;5;7,0;5;6;5;5;7,0;SI;7;H;16;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-23-SMR-2016;6;8,0;6,0;6;6 ;5;7,0;SI;228;H;18;MADRID;ESPAÑOLA
2017-2018;INFORMATICA;SMR2;DIURNO;A1-16-SMR-2016;7;8,0;7,0;8;5 ;6;7,5;SI;0;H;18;POZUELO DE ALARCON;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-26-SMR-2016;5,0;6,0;1,0;7,0;8,0;7,0;5,7;SI;12;H;18;LAS ROZAS;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-12-SMR-2016;5,0;7,0;1,0;6,0;5,0;7,0;5,2;SI;13;H;21;MAJADAHONDA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-22-ASIRM-2018;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;98;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-10-ASIRM-2018;9,0;8,0;6,0;9,0;8,0;9,0;8,2;SI;2;H;18;GUADARRAMA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-19-ASIRM-2018;9,0;8,0;6,0;7,0;7,0;9,0;7,7;SI;0;H;18;TORRELAGUNA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-05-ASIM-2018;6,0;6,0;1,0;5,0;6,0;5,0;4,8;NO;18;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-04-ASIRM-2018;5,0;6,0;1,0;5,0;5,0;6,0;4,7;NO;14;H;21;TORREJON DE ARDOZ;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-27-SMR1-2016;5,0;7,0;5,0;5,0;5,0;5,0;5,3;SI;12;H;18;MORALZARZAL;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-20-ASIRM-2018;9,0;9,0;8,0;9,0;9,0;9,0;8,8;SI;12;H;24;ALCALÁ DE HENARES;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-18-ASIRM-2018;6,0;6,0;5,0;3,0;5,0;6,0;5,2;SI;52;H;18;FUENLABRADA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-02-SMR-2016;8,0;6,0;5,0;1,0;5,0;5,0;5,0;SI;3;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-21-ASIRM-2018;8,0;7,0;2,0;5,0;6,0;6,0;5,7;SI;6;H;18;GETAFE;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-13-SMR-2016;5,0;5,0;1,0;2,0;3,0;5,0;3,5;NO;6;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-15-ASIRM-2018;5,0;6,0;1,0;5,0;3,0;6,0;4,3;NO;20;H;22;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-03-ASIRM-2018;7,0;7,0;5,0;7,0;7,0;7,0;6,7;SI;14;H;28;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-16-ASIRM-2018;7,0;7,0;5,0;6,0;8,0;6,0;6,5;SI;15;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-ASIRM-2018;8,0;7,0;3,0;7,0;7,0;6,0;6,3;SI;17;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-17-SMR-2016;5,0;6,0;1,0;5,0;5,0;6,0;4,7;NO;17;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-06-ASIRM-2018;8,0;7,0;2,0;7,0;7,0;7,0;6,3;SI;2;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-11-ASIRM-2018;9,0;7,0;5,0;7,0;7,0;8,0;7,2;SI;32;H;18;ALCALÁ DE HENARES;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-12-ASIRM-2018;5,0;5,0;5,0;5,0;3,0;5,0;4,7;NO;98;H;18;COSLADA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-01-SMR-2016;6,0;5,0;1,0;3,0;4,0;5,0;4,0;NO;17;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-21-SMR-2016;5,0;8,0;6,0;8,0;9,0;8,0;7,3;SI;21;H;18;LAS ROZAS;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-23-ASIRM-2018;9,0;8,0;5,0;6,0;7,0;7,0;7,0;SI;0;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-03-SMR1-2016;5,0;5,0;1,0;2,0;3,0;4,0;3,3;NO;0;H;18;ALCALÁ DE HENARES;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;DIURNO;A1-14-ASIRM-2018;7,0;6,0;1,0;5,0;5,0;6,0;5,0;SI;0;H;18;FUENLABRADA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-01-ASIRT-2018;5,0;7,0;8,0;8,0;7,0;7,0;7,0;SI;129;H;18;GETAFE;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-05-ASIRT-2018;5,0;7,0;8,0;7,0;6,0;5,0;6,3;SI;60;H;18;BOADILLA DEL MONTE;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-11-ASIRT-2018;6,0;7,0;8,0;7,0;7,0;6,0;6,8;SI;30;H;18;BOADILLA DEL MONTE;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-06-ASIRT-2018;9,0;8,0;9,0;7,0;8,0;7,0;8,0;SI;40;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-13-ASIRT-2018;9,0;7,0;9,0;8,0;8,0;7,0;8,0;SI;285;H;18;ARGANDA DEL REY;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-10-ASIRT-2018;9,0;8,0;9,0;9,0;9,0;8,0;8,7;SI;19;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-07-ASIRT-2018;10,0;8,0;9,0;8,0;8,0;9,0;8,7;SI;3;H;18;VELILLA DE SAN ANTONIO;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-03-ASIRT-2018;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;87;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-16-ASIRT-2018;8,0;9,0;8,0;8,0;8,0;8,0;8,2;SI;22;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-12-ASIRT-2018;9,0;7,0;9,0;8,0;8,0;9,0;8,3;SI;6;H;18;POZUELO DE ALARCON;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-04-ASIRT-2018;5,0;5,0;8,0;7,0;5,0;5,0;5,8;SI;84;H;24;SEVILLA LA NUEVA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-21-ASI-2016;7,0;6,0;8,0;8,0;8,0;6,0;7,2;SI;80;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-14-ASIRT-2018;9,0;6,0;9,0;7,0;7,0;6,0;7,3;SI;0;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-02-ASIRT-2018;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;81;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-08-ASIRT-2018;7,0;6,0;8,0;6,0;7,0;5,0;6,5;SI;72;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-02-SMR-2015;5,0;6,0;8,0;8,0;8,0;6,0;6,8;SI;251;H;22;COLMENAR DE OREJA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR1;VESPERTINO;A1-15-ASIRT-2018;8,0;7,0;8,0;6,0;7,0;6,0;7,0;SI;6;H;28;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-15-SMR-2015;5,0;5,0;5,0;7,0;7,0;7,0;6,0;SI;97;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-19-ASIRM-2017;7,0;8,0;9,0;9,0;9,0;8,0;8,3;SI;112;H;18;ALCOBENDAS;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-05-SMR-2013;5,0;7,0;5,0;8,0;8,0;7,0;6,7;SI;49;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-14-ASIRM-2017;7,0;9,0;9,0;9,0;9,0;9,0;8,7;SI;11;H;18;MADRID;RUMANA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-18-ASIRM-2017;7,0;9,0;5,0;9,0;8,0;8,0;7,7;SI;3;H;21;MAJADAHONDA;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-22-ASIR-2017;5,0;7,0;9,0;8,0;8,0;7,0;7,3;SI;11;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-08-ASIRM-2017;5,0;7,0;8,0;7,0;9,0;7,0;7,2;SI;21;H;24;SAN FERNANDO DE HENARES;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-05-ASIRM-2017;5,0;6,0;5,0;8,0;7,0;6,0;6,2;SI;33;H;18;TRES CANTOS;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-15-ASIRM-2017;5,0;7,0;10,0;8,0;10,0;7,0;7,8;SI;23;H;18;MADRID;ECUATORIANA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-23-ASIRM-2017;5,0;8,0;7,0;8,0;7,0;6,0;6,8;SI;37;H;18;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-11-ASIRM-2017;5,0;7,0;7,0;8,0;6,0;6,0;6,5;SI;100;H;19;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-07-ASIRM-2017;9,0;9,0;5,0;9,0;9,0;9,0;8,3;SI;24;H;22;MADRID;RUMANA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-02-ASIM-2017;6,0;8,0;5,0;8,0;7,0;7,0;6,8;SI;26;H;28;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-20-ASIRM-2017;5,0;9,0;5,0;7,0;8,0;8,0;7,0;SI;55;H;18;VALDEMORO;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-04-ASIM-2017;5,0;7,0;5,0;8,0;9,0;7,0;6,8;SI;57;H;23;PIEDRALAVES;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-01-ASIM-2017;5,0;8,0;8,0;8,0;8,0;7,0;7,3;SI;13;H;22;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-24-ASIRM-2017;7,0;6,0;9,0;8,0;9,0;7,0;7,7;SI;9;H;26;SESEÑA;RUMANA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-03-ASIM-2017;5,0;5,0;5,0;8,0;8,0;7,0;6,3;SI;65;H;21;ARGANDA DEL REY;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;DIURNO;A1-05-SMR-2015;5,0;5,0;5,0;6,0;7,0;6,0;5,7;SI;211;H;21;ALPEDRETE;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-19-SMR-2014;7,0;9,0;9,0;9,0;8,0;7,0;8,2;SI;0;H;32;LEGANES;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-11-ASIRT-2017;7,0;9,0;9,0;9,0;8,0;7,0;8,2;SI;1;H;30;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-18-ASIRT-2017;7,0;9,0;9,0;9,0;8,0;7,0;8,2;SI;2;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-17-ASIRT-2017;7,0;8,0;8,0;9,0;7,0;7,0;7,7;SI;9;H;21;MADRID;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-08-ASIRT-2017;9,0;5,0;9,0;7,0;8,0;8,0;7,7;SI;73;H;24;ARGANDA DEL REY;ESPAÑOLA
2018-2019;INFORMATICA;ASIR2;VESPERTINO;A1-03-ASIRT-2017;8,0;9,0;9,0;8,0;8,0;8,0;8,3;SI;17;H;20;GETAFE;ESPAÑOLA
